customer_id,customer_name,email,join_date,customer_segment
100,Customer_100,customer100@email.com,2024-08-26,Premium
101,Customer_101,customer101@email.com,2023-01-25,Regular
102,Customer_102,customer102@email.com,2022-07-18,VIP
103,Customer_103,customer103@email.com,2024-06-01,Premium
104,Customer_104,customer104@email.com,2024-05-17,Premium
105,Customer_105,customer105@email.com,2024-08-14,VIP
106,Customer_106,customer106@email.com,2022-04-21,VIP
107,Customer_107,customer107@email.com,2022-07-21,Regular
108,Customer_108,customer108@email.com,2024-04-04,VIP
109,Customer_109,customer109@email.com,2023-11-26,Regular
110,Customer_110,customer110@email.com,2023-05-25,Regular
111,Customer_111,customer111@email.com,2023-01-25,VIP
112,Customer_112,customer112@email.com,2024-07-07,Regular
113,Customer_113,customer113@email.com,2024-05-14,Regular
114,Customer_114,customer114@email.com,2023-07-25,Premium
115,Customer_115,customer115@email.com,2023-05-27,Regular
116,Customer_116,customer116@email.com,2024-06-26,VIP
117,Customer_117,customer117@email.com,2022-07-20,Regular
118,Customer_118,customer118@email.com,2022-01-31,Regular
119,Customer_119,customer119@email.com,2023-04-30,Regular
120,Customer_120,customer120@email.com,2024-04-12,Premium
121,Customer_121,customer121@email.com,2024-09-12,Regular
122,Customer_122,customer122@email.com,2024-04-01,Regular
123,Customer_123,customer123@email.com,2022-12-04,Premium
124,Customer_124,customer124@email.com,2022-01-05,Premium
125,Customer_125,customer125@email.com,2023-06-28,Premium
126,Customer_126,customer126@email.com,2023-08-08,Premium
127,Customer_127,customer127@email.com,2024-09-23,Regular
128,Customer_128,customer128@email.com,2023-01-24,Premium
129,Customer_129,customer129@email.com,2023-03-22,Regular
130,Customer_130,customer130@email.com,2022-05-05,VIP
131,Customer_131,customer131@email.com,2023-10-05,Regular
132,Customer_132,customer132@email.com,2022-04-13,VIP
133,Customer_133,customer133@email.com,2024-09-03,VIP
134,Customer_134,customer134@email.com,2024-12-23,Regular
135,Customer_135,customer135@email.com,2022-04-27,VIP
136,Customer_136,customer136@email.com,2022-06-14,Regular
137,Customer_137,customer137@email.com,2022-05-21,VIP
138,Customer_138,customer138@email.com,2022-05-20,VIP
139,Customer_139,customer139@email.com,2023-04-27,Premium
140,Customer_140,customer140@email.com,2022-09-03,VIP
141,Customer_141,customer141@email.com,2023-05-20,VIP
142,Customer_142,customer142@email.com,2022-03-23,VIP
143,Customer_143,customer143@email.com,2022-06-17,Premium
144,Customer_144,customer144@email.com,2024-12-06,Premium
145,Customer_145,customer145@email.com,2023-06-19,Regular
146,Customer_146,customer146@email.com,2023-10-06,Regular
147,Customer_147,customer147@email.com,2023-06-28,Premium
148,Customer_148,customer148@email.com,2022-09-26,VIP
149,Customer_149,customer149@email.com,2023-09-07,Premium
150,Customer_150,customer150@email.com,2023-10-10,Regular
151,Customer_151,customer151@email.com,2022-01-20,Premium
152,Customer_152,customer152@email.com,2022-07-24,Regular
153,Customer_153,customer153@email.com,2023-03-13,VIP
154,Customer_154,customer154@email.com,2023-06-28,Regular
155,Customer_155,customer155@email.com,2023-12-16,Regular
156,Customer_156,customer156@email.com,2023-05-16,Premium
157,Customer_157,customer157@email.com,2023-08-07,Regular
158,Customer_158,customer158@email.com,2024-06-16,VIP
159,Customer_159,customer159@email.com,2023-09-12,VIP
160,Customer_160,customer160@email.com,2024-12-19,Regular
161,Customer_161,customer161@email.com,2023-09-06,VIP
162,Customer_162,customer162@email.com,2022-08-01,Regular
163,Customer_163,customer163@email.com,2023-06-26,Regular
164,Customer_164,customer164@email.com,2022-08-08,VIP
165,Customer_165,customer165@email.com,2022-11-15,Premium
166,Customer_166,customer166@email.com,2023-08-01,VIP
167,Customer_167,customer167@email.com,2023-03-08,VIP
168,Customer_168,customer168@email.com,2023-12-04,Regular
169,Customer_169,customer169@email.com,2023-06-25,VIP
170,Customer_170,customer170@email.com,2024-09-27,Premium
171,Customer_171,customer171@email.com,2022-04-15,Regular
172,Customer_172,customer172@email.com,2024-05-17,Premium
173,Customer_173,customer173@email.com,2022-04-01,Regular
174,Customer_174,customer174@email.com,2023-11-15,Regular
175,Customer_175,customer175@email.com,2023-06-21,Regular
176,Customer_176,customer176@email.com,2024-06-23,VIP
177,Customer_177,customer177@email.com,2024-05-25,VIP
178,Customer_178,customer178@email.com,2022-01-20,Regular
179,Customer_179,customer179@email.com,2022-06-04,VIP
180,Customer_180,customer180@email.com,2022-11-02,VIP
181,Customer_181,customer181@email.com,2022-03-15,Premium
182,Customer_182,customer182@email.com,2022-10-31,Premium
183,Customer_183,customer183@email.com,2022-09-19,Regular
184,Customer_184,customer184@email.com,2023-09-24,Premium
185,Customer_185,customer185@email.com,2022-03-23,Premium
186,Customer_186,customer186@email.com,2023-03-07,VIP
187,Customer_187,customer187@email.com,2023-05-27,VIP
188,Customer_188,customer188@email.com,2022-07-30,Premium
189,Customer_189,customer189@email.com,2024-04-12,VIP
190,Customer_190,customer190@email.com,2022-11-13,Regular
191,Customer_191,customer191@email.com,2022-11-29,Regular
192,Customer_192,customer192@email.com,2024-04-24,Regular
193,Customer_193,customer193@email.com,2023-01-03,VIP
194,Customer_194,customer194@email.com,2023-11-12,Premium
195,Customer_195,customer195@email.com,2023-05-24,Premium
196,Customer_196,customer196@email.com,2022-11-23,VIP
197,Customer_197,customer197@email.com,2022-08-10,Premium
198,Customer_198,customer198@email.com,2022-03-21,Premium
199,Customer_199,customer199@email.com,2023-04-01,Regular
200,Customer_200,customer200@email.com,2024-07-31,Premium
201,Customer_201,customer201@email.com,2023-09-18,Regular
202,Customer_202,customer202@email.com,2023-04-02,Regular
203,Customer_203,customer203@email.com,2023-01-31,Premium
204,Customer_204,customer204@email.com,2023-11-04,Premium
205,Customer_205,customer205@email.com,2022-05-23,Premium
206,Customer_206,customer206@email.com,2023-12-21,VIP
207,Customer_207,customer207@email.com,2024-11-09,Premium
208,Customer_208,customer208@email.com,2023-11-10,Regular
209,Customer_209,customer209@email.com,2022-08-25,Premium
210,Customer_210,customer210@email.com,2023-01-01,VIP
211,Customer_211,customer211@email.com,2023-06-28,Regular
212,Customer_212,customer212@email.com,2022-08-11,VIP
213,Customer_213,customer213@email.com,2024-06-08,Premium
214,Customer_214,customer214@email.com,2023-10-05,Premium
215,Customer_215,customer215@email.com,2024-11-13,Regular
216,Customer_216,customer216@email.com,2024-02-28,VIP
217,Customer_217,customer217@email.com,2023-01-25,Premium
218,Customer_218,customer218@email.com,2022-04-01,VIP
219,Customer_219,customer219@email.com,2024-06-12,Regular
220,Customer_220,customer220@email.com,2024-11-30,VIP
221,Customer_221,customer221@email.com,2023-02-08,Premium
222,Customer_222,customer222@email.com,2024-06-02,Regular
223,Customer_223,customer223@email.com,2023-11-08,VIP
224,Customer_224,customer224@email.com,2023-10-05,VIP
225,Customer_225,customer225@email.com,2022-09-13,VIP
226,Customer_226,customer226@email.com,2023-09-08,VIP
227,Customer_227,customer227@email.com,2023-09-26,VIP
228,Customer_228,customer228@email.com,2024-04-16,Premium
229,Customer_229,customer229@email.com,2024-04-04,VIP
230,Customer_230,customer230@email.com,2023-08-29,VIP
231,Customer_231,customer231@email.com,2022-09-18,Regular
232,Customer_232,customer232@email.com,2024-05-11,VIP
233,Customer_233,customer233@email.com,2024-02-16,VIP
234,Customer_234,customer234@email.com,2022-12-23,VIP
235,Customer_235,customer235@email.com,2023-09-09,Premium
236,Customer_236,customer236@email.com,2022-01-01,Premium
237,Customer_237,customer237@email.com,2023-08-11,Regular
238,Customer_238,customer238@email.com,2024-05-30,VIP
239,Customer_239,customer239@email.com,2023-10-22,Premium
240,Customer_240,customer240@email.com,2024-06-23,Premium
241,Customer_241,customer241@email.com,2023-03-14,VIP
242,Customer_242,customer242@email.com,2024-08-27,VIP
243,Customer_243,customer243@email.com,2022-12-14,VIP
244,Customer_244,customer244@email.com,2022-06-23,Premium
245,Customer_245,customer245@email.com,2024-11-21,VIP
246,Customer_246,customer246@email.com,2023-11-18,Regular
247,Customer_247,customer247@email.com,2023-04-27,VIP
248,Customer_248,customer248@email.com,2023-09-28,Regular
249,Customer_249,customer249@email.com,2023-02-12,Regular
250,Customer_250,customer250@email.com,2022-02-20,Regular
251,Customer_251,customer251@email.com,2023-05-17,Premium
252,Customer_252,customer252@email.com,2022-05-30,Premium
253,Customer_253,customer253@email.com,2024-04-28,VIP
254,Customer_254,customer254@email.com,2023-02-03,VIP
255,Customer_255,customer255@email.com,2024-02-26,Premium
256,Customer_256,customer256@email.com,2024-03-29,Regular
257,Customer_257,customer257@email.com,2022-10-30,VIP
258,Customer_258,customer258@email.com,2022-01-12,Regular
259,Customer_259,customer259@email.com,2024-05-20,Regular
260,Customer_260,customer260@email.com,2022-12-27,VIP
261,Customer_261,customer261@email.com,2024-11-26,Premium
262,Customer_262,customer262@email.com,2022-04-13,VIP
263,Customer_263,customer263@email.com,2023-05-26,Regular
264,Customer_264,customer264@email.com,2024-07-23,Regular
265,Customer_265,customer265@email.com,2024-08-09,VIP
266,Customer_266,customer266@email.com,2024-12-23,VIP
267,Customer_267,customer267@email.com,2023-10-12,Premium
268,Customer_268,customer268@email.com,2024-10-30,Premium
269,Customer_269,customer269@email.com,2024-07-02,Regular
270,Customer_270,customer270@email.com,2024-08-30,Premium
271,Customer_271,customer271@email.com,2023-06-15,Regular
272,Customer_272,customer272@email.com,2023-07-22,VIP
273,Customer_273,customer273@email.com,2024-09-19,VIP
274,Customer_274,customer274@email.com,2023-05-05,Premium
275,Customer_275,customer275@email.com,2024-06-19,Regular
276,Customer_276,customer276@email.com,2023-08-09,Regular
277,Customer_277,customer277@email.com,2023-07-11,Premium
278,Customer_278,customer278@email.com,2023-10-17,VIP
279,Customer_279,customer279@email.com,2022-06-15,Regular
280,Customer_280,customer280@email.com,2022-11-05,Regular
281,Customer_281,customer281@email.com,2024-02-24,VIP
282,Customer_282,customer282@email.com,2022-11-09,VIP
283,Customer_283,customer283@email.com,2023-03-15,Regular
284,Customer_284,customer284@email.com,2024-04-29,Premium
285,Customer_285,customer285@email.com,2023-11-09,VIP
286,Customer_286,customer286@email.com,2024-08-12,Premium
287,Customer_287,customer287@email.com,2022-05-08,Regular
288,Customer_288,customer288@email.com,2024-05-10,Premium
289,Customer_289,customer289@email.com,2022-02-10,VIP
290,Customer_290,customer290@email.com,2024-02-19,Premium
291,Customer_291,customer291@email.com,2022-01-13,Premium
292,Customer_292,customer292@email.com,2023-09-04,Premium
293,Customer_293,customer293@email.com,2024-05-08,VIP
294,Customer_294,customer294@email.com,2023-03-28,Premium
295,Customer_295,customer295@email.com,2023-03-26,Premium
296,Customer_296,customer296@email.com,2024-06-11,Premium
297,Customer_297,customer297@email.com,2022-03-01,Premium
298,Customer_298,customer298@email.com,2023-11-20,VIP
299,Customer_299,customer299@email.com,2024-04-08,VIP
300,Customer_300,customer300@email.com,2022-12-05,Premium
301,Customer_301,customer301@email.com,2022-09-19,VIP
302,Customer_302,customer302@email.com,2024-12-29,Regular
303,Customer_303,customer303@email.com,2024-03-17,VIP
304,Customer_304,customer304@email.com,2022-02-25,Regular
305,Customer_305,customer305@email.com,2024-05-27,Regular
306,Customer_306,customer306@email.com,2024-08-03,Regular
307,Customer_307,customer307@email.com,2022-04-13,Premium
308,Customer_308,customer308@email.com,2024-02-16,Premium
309,Customer_309,customer309@email.com,2023-03-10,Premium
310,Customer_310,customer310@email.com,2023-11-01,Premium
311,Customer_311,customer311@email.com,2024-02-16,Premium
312,Customer_312,customer312@email.com,2024-05-13,Premium
313,Customer_313,customer313@email.com,2022-06-17,Premium
314,Customer_314,customer314@email.com,2022-02-09,VIP
315,Customer_315,customer315@email.com,2022-04-17,Premium
316,Customer_316,customer316@email.com,2023-04-05,VIP
317,Customer_317,customer317@email.com,2022-05-21,VIP
318,Customer_318,customer318@email.com,2022-03-24,Regular
319,Customer_319,customer319@email.com,2023-05-22,Regular
320,Customer_320,customer320@email.com,2022-02-11,VIP
321,Customer_321,customer321@email.com,2022-11-09,Regular
322,Customer_322,customer322@email.com,2022-09-16,Premium
323,Customer_323,customer323@email.com,2022-08-23,VIP
324,Customer_324,customer324@email.com,2023-03-23,Premium
325,Customer_325,customer325@email.com,2023-06-09,Premium
326,Customer_326,customer326@email.com,2022-12-10,VIP
327,Customer_327,customer327@email.com,2022-08-23,Regular
328,Customer_328,customer328@email.com,2023-09-30,Regular
329,Customer_329,customer329@email.com,2022-02-22,Premium
330,Customer_330,customer330@email.com,2024-02-08,Premium
331,Customer_331,customer331@email.com,2023-02-11,Regular
332,Customer_332,customer332@email.com,2023-05-13,Regular
333,Customer_333,customer333@email.com,2023-09-10,VIP
334,Customer_334,customer334@email.com,2022-09-05,VIP
335,Customer_335,customer335@email.com,2022-03-26,Premium
336,Customer_336,customer336@email.com,2024-12-27,Premium
337,Customer_337,customer337@email.com,2024-01-29,Regular
338,Customer_338,customer338@email.com,2024-11-02,VIP
339,Customer_339,customer339@email.com,2023-11-30,Regular
340,Customer_340,customer340@email.com,2024-05-10,Premium
341,Customer_341,customer341@email.com,2022-08-05,Premium
342,Customer_342,customer342@email.com,2024-01-12,VIP
343,Customer_343,customer343@email.com,2024-07-30,VIP
344,Customer_344,customer344@email.com,2022-11-10,Premium
345,Customer_345,customer345@email.com,2022-12-27,VIP
346,Customer_346,customer346@email.com,2024-12-04,VIP
347,Customer_347,customer347@email.com,2023-07-08,VIP
348,Customer_348,customer348@email.com,2024-09-17,Premium
349,Customer_349,customer349@email.com,2024-06-11,VIP
350,Customer_350,customer350@email.com,2023-07-04,Premium
351,Customer_351,customer351@email.com,2023-05-18,Regular
352,Customer_352,customer352@email.com,2023-07-26,Premium
353,Customer_353,customer353@email.com,2023-05-15,Premium
354,Customer_354,customer354@email.com,2024-02-16,Premium
355,Customer_355,customer355@email.com,2022-02-28,Premium
356,Customer_356,customer356@email.com,2023-10-28,Regular
357,Customer_357,customer357@email.com,2024-09-25,Regular
358,Customer_358,customer358@email.com,2023-12-28,Premium
359,Customer_359,customer359@email.com,2023-11-29,Premium
360,Customer_360,customer360@email.com,2023-07-20,VIP
361,Customer_361,customer361@email.com,2022-01-21,VIP
362,Customer_362,customer362@email.com,2023-01-27,Regular
363,Customer_363,customer363@email.com,2023-05-10,VIP
364,Customer_364,customer364@email.com,2024-04-12,Premium
365,Customer_365,customer365@email.com,2023-05-08,VIP
366,Customer_366,customer366@email.com,2024-09-02,VIP
367,Customer_367,customer367@email.com,2024-10-02,Premium
368,Customer_368,customer368@email.com,2022-02-05,Regular
369,Customer_369,customer369@email.com,2023-08-26,Regular
370,Customer_370,customer370@email.com,2024-04-08,VIP
371,Customer_371,customer371@email.com,2023-05-14,Premium
372,Customer_372,customer372@email.com,2024-01-26,Premium
373,Customer_373,customer373@email.com,2024-12-23,Premium
374,Customer_374,customer374@email.com,2024-05-21,VIP
375,Customer_375,customer375@email.com,2023-11-09,Premium
376,Customer_376,customer376@email.com,2024-07-18,Premium
377,Customer_377,customer377@email.com,2023-09-20,Premium
378,Customer_378,customer378@email.com,2023-04-18,Regular
379,Customer_379,customer379@email.com,2023-01-30,Premium
380,Customer_380,customer380@email.com,2022-09-02,VIP
381,Customer_381,customer381@email.com,2023-01-15,Regular
382,Customer_382,customer382@email.com,2023-03-20,VIP
383,Customer_383,customer383@email.com,2024-09-18,Premium
384,Customer_384,customer384@email.com,2024-12-10,VIP
385,Customer_385,customer385@email.com,2023-08-03,Regular
386,Customer_386,customer386@email.com,2023-02-02,Premium
387,Customer_387,customer387@email.com,2023-04-11,Premium
388,Customer_388,customer388@email.com,2023-01-03,Premium
389,Customer_389,customer389@email.com,2022-01-29,VIP
390,Customer_390,customer390@email.com,2024-12-29,Regular
391,Customer_391,customer391@email.com,2023-07-16,Regular
392,Customer_392,customer392@email.com,2022-04-22,VIP
393,Customer_393,customer393@email.com,2023-08-22,VIP
394,Customer_394,customer394@email.com,2022-09-16,VIP
395,Customer_395,customer395@email.com,2024-10-02,Regular
396,Customer_396,customer396@email.com,2022-01-26,VIP
397,Customer_397,customer397@email.com,2023-08-06,Premium
398,Customer_398,customer398@email.com,2024-09-07,Premium
399,Customer_399,customer399@email.com,2023-11-29,Regular
400,Customer_400,customer400@email.com,2022-04-16,Premium
401,Customer_401,customer401@email.com,2024-09-05,Regular
402,Customer_402,customer402@email.com,2022-05-14,Premium
403,Customer_403,customer403@email.com,2024-10-04,Regular
404,Customer_404,customer404@email.com,2022-04-20,Regular
405,Customer_405,customer405@email.com,2022-11-02,VIP
406,Customer_406,customer406@email.com,2023-09-15,Regular
407,Customer_407,customer407@email.com,2023-05-24,Regular
408,Customer_408,customer408@email.com,2024-05-02,VIP
409,Customer_409,customer409@email.com,2023-04-08,VIP
410,Customer_410,customer410@email.com,2024-02-19,Premium
411,Customer_411,customer411@email.com,2024-06-25,Premium
412,Customer_412,customer412@email.com,2024-05-28,Premium
413,Customer_413,customer413@email.com,2022-05-04,VIP
414,Customer_414,customer414@email.com,2022-07-23,Regular
415,Customer_415,customer415@email.com,2023-03-09,Premium
416,Customer_416,customer416@email.com,2022-06-16,Regular
417,Customer_417,customer417@email.com,2023-05-07,Regular
418,Customer_418,customer418@email.com,2022-06-03,Regular
419,Customer_419,customer419@email.com,2022-01-06,Premium
420,Customer_420,customer420@email.com,2024-07-11,VIP
421,Customer_421,customer421@email.com,2024-08-20,Premium
422,Customer_422,customer422@email.com,2022-03-08,Regular
423,Customer_423,customer423@email.com,2023-08-14,VIP
424,Customer_424,customer424@email.com,2023-08-03,VIP
425,Customer_425,customer425@email.com,2024-07-18,Regular
426,Customer_426,customer426@email.com,2023-04-24,Premium
427,Customer_427,customer427@email.com,2023-02-10,Premium
428,Customer_428,customer428@email.com,2022-08-24,VIP
429,Customer_429,customer429@email.com,2023-04-06,VIP
430,Customer_430,customer430@email.com,2022-11-02,Premium
431,Customer_431,customer431@email.com,2022-10-19,Regular
432,Customer_432,customer432@email.com,2022-05-03,Regular
433,Customer_433,customer433@email.com,2023-09-22,VIP
434,Customer_434,customer434@email.com,2023-08-15,Premium
435,Customer_435,customer435@email.com,2022-09-12,Premium
436,Customer_436,customer436@email.com,2023-09-15,VIP
437,Customer_437,customer437@email.com,2024-04-04,Premium
438,Customer_438,customer438@email.com,2024-10-21,VIP
439,Customer_439,customer439@email.com,2024-10-08,Premium
440,Customer_440,customer440@email.com,2022-06-14,VIP
441,Customer_441,customer441@email.com,2022-03-23,Premium
442,Customer_442,customer442@email.com,2023-10-23,VIP
443,Customer_443,customer443@email.com,2023-05-28,Regular
444,Customer_444,customer444@email.com,2022-07-07,Regular
445,Customer_445,customer445@email.com,2022-02-12,VIP
446,Customer_446,customer446@email.com,2023-07-06,VIP
447,Customer_447,customer447@email.com,2022-03-24,Regular
448,Customer_448,customer448@email.com,2024-08-21,VIP
449,Customer_449,customer449@email.com,2024-06-24,Premium
450,Customer_450,customer450@email.com,2023-01-07,VIP
451,Customer_451,customer451@email.com,2024-06-11,VIP
452,Customer_452,customer452@email.com,2024-10-04,Regular
453,Customer_453,customer453@email.com,2024-08-20,Premium
454,Customer_454,customer454@email.com,2024-04-16,Premium
455,Customer_455,customer455@email.com,2023-10-20,VIP
456,Customer_456,customer456@email.com,2022-08-03,Regular
457,Customer_457,customer457@email.com,2023-11-07,Premium
458,Customer_458,customer458@email.com,2024-10-11,Premium
459,Customer_459,customer459@email.com,2024-03-31,VIP
460,Customer_460,customer460@email.com,2022-03-17,Premium
461,Customer_461,customer461@email.com,2022-06-30,Premium
462,Customer_462,customer462@email.com,2023-06-01,Premium
463,Customer_463,customer463@email.com,2022-08-26,Premium
464,Customer_464,customer464@email.com,2024-11-19,Regular
465,Customer_465,customer465@email.com,2024-08-04,Premium
466,Customer_466,customer466@email.com,2022-04-22,Regular
467,Customer_467,customer467@email.com,2024-11-27,Premium
468,Customer_468,customer468@email.com,2024-10-17,VIP
469,Customer_469,customer469@email.com,2024-06-24,Regular
470,Customer_470,customer470@email.com,2023-02-21,Premium
471,Customer_471,customer471@email.com,2022-09-26,Premium
472,Customer_472,customer472@email.com,2024-06-16,VIP
473,Customer_473,customer473@email.com,2024-09-19,Regular
474,Customer_474,customer474@email.com,2022-03-01,VIP
475,Customer_475,customer475@email.com,2023-05-06,VIP
476,Customer_476,customer476@email.com,2022-11-21,Premium
477,Customer_477,customer477@email.com,2022-01-29,VIP
478,Customer_478,customer478@email.com,2024-04-15,Regular
479,Customer_479,customer479@email.com,2023-04-06,Regular
480,Customer_480,customer480@email.com,2024-08-03,Regular
481,Customer_481,customer481@email.com,2022-11-12,Premium
482,Customer_482,customer482@email.com,2023-08-21,VIP
483,Customer_483,customer483@email.com,2023-07-14,Premium
484,Customer_484,customer484@email.com,2024-09-15,Premium
485,Customer_485,customer485@email.com,2023-05-15,Premium
486,Customer_486,customer486@email.com,2022-10-24,Premium
487,Customer_487,customer487@email.com,2023-01-26,VIP
488,Customer_488,customer488@email.com,2024-11-06,VIP
489,Customer_489,customer489@email.com,2022-10-07,Regular
490,Customer_490,customer490@email.com,2023-07-20,Premium
491,Customer_491,customer491@email.com,2023-11-28,VIP
492,Customer_492,customer492@email.com,2023-07-02,Regular
493,Customer_493,customer493@email.com,2023-08-03,VIP
494,Customer_494,customer494@email.com,2023-09-04,VIP
495,Customer_495,customer495@email.com,2024-09-29,Regular
496,Customer_496,customer496@email.com,2024-07-03,VIP
497,Customer_497,customer497@email.com,2024-09-18,Premium
498,Customer_498,customer498@email.com,2023-11-12,VIP
499,Customer_499,customer499@email.com,2024-02-12,Premium
500,Customer_500,customer500@email.com,2023-10-22,Regular
501,Customer_501,customer501@email.com,2023-05-05,VIP
502,Customer_502,customer502@email.com,2024-02-24,Regular
503,Customer_503,customer503@email.com,2024-04-21,Regular
504,Customer_504,customer504@email.com,2023-10-14,VIP
505,Customer_505,customer505@email.com,2024-08-26,VIP
506,Customer_506,customer506@email.com,2024-02-20,Premium
507,Customer_507,customer507@email.com,2022-11-08,Premium
508,Customer_508,customer508@email.com,2022-03-17,Regular
509,Customer_509,customer509@email.com,2024-10-25,VIP
510,Customer_510,customer510@email.com,2023-11-11,Regular
511,Customer_511,customer511@email.com,2024-06-20,Regular
512,Customer_512,customer512@email.com,2024-12-13,Premium
513,Customer_513,customer513@email.com,2022-02-01,VIP
514,Customer_514,customer514@email.com,2022-10-23,Premium
515,Customer_515,customer515@email.com,2022-11-13,Regular
516,Customer_516,customer516@email.com,2024-08-19,Premium
