customer_id,customer_name,email,join_date,customer_segment,lifetime_value,transaction_count,customer_tenure_days,avg_order_value
35,Customer_35,customer35@email.com,2023-03-09,VIP,8610.11,12,1041,717.5091666666667
36,Customer_36,customer36@email.com,2023-10-07,Regular,5613.26,10,982,561.326
37,Customer_37,customer37@email.com,2024-10-19,Premium,7003.51,14,922,500.2507142857143
38,Customer_38,customer38@email.com,2024-07-28,Regular,9416.31,14,1072,672.5935714285714
39,Customer_39,customer39@email.com,2023-06-27,Regular,7770.66,13,1021,597.743076923077
40,Customer_40,customer40@email.com,2023-05-21,VIP,7650.26,15,1084,510.01733333333334
41,Customer_41,customer41@email.com,2023-06-23,VIP,1934.5800000000002,8,926,241.82250000000002
42,Customer_42,customer42@email.com,2024-05-27,VIP,5423.31,10,1033,542.331
43,Customer_43,customer43@email.com,2024-03-28,Premium,5691.88,11,884,517.4436363636364
44,Customer_44,customer44@email.com,2023-03-26,Regular,922.64,5,541,184.528
45,Customer_45,customer45@email.com,2024-11-09,Premium,3564.76,8,993,445.595
46,Customer_46,customer46@email.com,2022-07-06,Regular,9255.2,10,755,925.5200000000001
47,Customer_47,customer47@email.com,2022-08-13,Regular,9648.28,13,1056,742.1753846153847
48,Customer_48,customer48@email.com,2022-11-24,VIP,8330.8,12,979,694.2333333333332
49,Customer_49,customer49@email.com,2024-05-14,VIP,6112.85,11,671,555.7136363636364
50,Customer_50,customer50@email.com,2022-05-11,Premium,7393.0,13,966,568.6923076923077
51,Customer_51,customer51@email.com,2024-02-21,VIP,4523.16,11,949,411.1963636363636
52,Customer_52,customer52@email.com,2024-08-16,VIP,7447.5,13,1025,572.8846153846154
53,Customer_53,customer53@email.com,2023-05-30,VIP,3380.13,6,916,563.355
54,Customer_54,customer54@email.com,2022-01-24,VIP,7823.219999999999,6,841,1303.87
55,Customer_55,customer55@email.com,2022-08-23,VIP,4460.6,9,956,495.62222222222226
56,Customer_56,customer56@email.com,2023-07-01,VIP,5225.05,11,983,475.00454545454545
57,Customer_57,customer57@email.com,2023-11-28,Regular,3784.87,8,503,473.10875
58,Customer_58,customer58@email.com,2023-08-25,Premium,10106.14,15,771,673.7426666666667
59,Customer_59,customer59@email.com,2022-11-20,Premium,9617.3,12,924,801.4416666666666
60,Customer_60,customer60@email.com,2022-01-07,VIP,21851.61,11,947,1986.51
61,Customer_61,customer61@email.com,2023-06-24,VIP,7043.9,13,1018,541.8384615384615
62,Customer_62,customer62@email.com,2023-01-01,VIP,2519.84,7,845,359.9771428571429
63,Customer_63,customer63@email.com,2022-08-06,VIP,8419.21,16,707,526.200625
64,Customer_64,customer64@email.com,2023-09-04,VIP,5928.0199999999995,14,1016,423.42999999999995
65,Customer_65,customer65@email.com,2024-11-05,VIP,1817.15,7,530,259.59285714285716
66,Customer_66,customer66@email.com,2023-02-12,Regular,4289.66,7,901,612.8085714285714
67,Customer_67,customer67@email.com,2024-02-05,Regular,3867.8,7,1005,552.5428571428572
68,Customer_68,customer68@email.com,2024-12-22,Regular,3817.38,7,759,545.34
69,Customer_69,customer69@email.com,2023-10-26,Premium,15778.55,12,701,1314.8791666666666
70,Customer_70,customer70@email.com,2022-02-09,Regular,5001.2,8,781,625.15
71,Customer_71,customer71@email.com,2024-01-14,Premium,10415.16,13,884,801.1661538461539
72,Customer_72,customer72@email.com,2023-05-06,Regular,3891.95,8,538,486.49375
73,Customer_73,customer73@email.com,2023-05-09,VIP,6981.34,13,950,537.0261538461539
74,Customer_74,customer74@email.com,2022-06-11,Regular,4630.38,9,827,514.4866666666667
75,Customer_75,customer75@email.com,2024-09-22,Regular,3927.09,6,753,654.515
76,Customer_76,customer76@email.com,2024-12-26,Regular,7972.33,16,1039,498.270625
77,Customer_77,customer77@email.com,2022-09-20,VIP,4568.45,11,881,415.31363636363636
78,Customer_78,customer78@email.com,2024-08-31,VIP,5182.74,8,943,647.8425
79,Customer_79,customer79@email.com,2022-12-05,Premium,4498.95,12,1008,374.91249999999997
80,Customer_80,customer80@email.com,2024-12-16,VIP,4461.08,7,1046,637.2971428571428
81,Customer_81,customer81@email.com,2024-05-16,Regular,12800.55,16,890,800.034375
82,Customer_82,customer82@email.com,2023-02-16,VIP,8346.64,9,1053,927.4044444444444
83,Customer_83,customer83@email.com,2023-10-01,Premium,4931.82,11,990,448.3472727272727
84,Customer_84,customer84@email.com,2024-02-04,Premium,4385.4400000000005,10,657,438.54400000000004
85,Customer_85,customer85@email.com,2024-11-25,Premium,4985.62,10,1020,498.562
86,Customer_86,customer86@email.com,2022-09-05,Regular,9758.1,14,970,697.0071428571429
87,Customer_87,customer87@email.com,2023-04-06,Regular,7473.12,9,972,830.3466666666667
88,Customer_88,customer88@email.com,2023-11-24,Regular,3110.2799999999997,6,789,518.38
89,Customer_89,customer89@email.com,2023-04-17,VIP,10757.44,14,920,768.3885714285715
90,Customer_90,customer90@email.com,2023-03-28,Regular,3632.49,8,1006,454.06125
91,Customer_91,customer91@email.com,2022-05-26,VIP,6123.37,6,759,1020.5616666666666
92,Customer_92,customer92@email.com,2022-05-01,Regular,3169.18,11,755,288.1072727272727
93,Customer_93,customer93@email.com,2022-05-19,Regular,2821.67,8,664,352.70875
94,Customer_94,customer94@email.com,2023-11-08,Regular,2450.89,3,593,816.9633333333333
95,Customer_95,customer95@email.com,2024-11-18,Regular,6038.85,7,789,862.6928571428572
96,Customer_96,customer96@email.com,2023-07-25,VIP,3081.91,9,801,342.4344444444444
97,Customer_97,customer97@email.com,2024-09-21,Regular,12138.21,11,808,1103.4736363636364
98,Customer_98,customer98@email.com,2022-09-28,VIP,7725.74,18,1045,429.2077777777778
99,Customer_99,customer99@email.com,2024-08-26,Regular,6336.69,6,704,1056.115
100,Customer_100,customer100@email.com,2024-08-26,Premium,9396.52,12,867,783.0433333333334
101,Customer_101,customer101@email.com,2023-01-25,Regular,12409.92,13,587,954.6092307692307
102,Customer_102,customer102@email.com,2022-07-18,VIP,7253.69,11,633,659.4263636363636
103,Customer_103,customer103@email.com,2024-06-01,Premium,4719.14,7,1022,674.1628571428572
104,Customer_104,customer104@email.com,2024-05-17,Premium,5683.34,13,1015,437.18
105,Customer_105,customer105@email.com,2024-08-14,VIP,9928.81,9,930,1103.201111111111
106,Customer_106,customer106@email.com,2022-04-21,VIP,6618.58,16,785,413.66125
107,Customer_107,customer107@email.com,2022-07-21,Regular,2429.5699999999997,4,782,607.3924999999999
108,Customer_108,customer108@email.com,2024-04-04,VIP,2834.1,7,920,404.87142857142857
109,Customer_109,customer109@email.com,2023-11-26,Regular,2634.96,7,1089,376.42285714285714
110,Customer_110,customer110@email.com,2023-05-25,Regular,1799.37,5,1003,359.87399999999997
111,Customer_111,customer111@email.com,2023-01-25,VIP,5979.33,11,961,543.5754545454546
112,Customer_112,customer112@email.com,2024-07-07,Regular,6653.22,8,493,831.6525
113,Customer_113,customer113@email.com,2024-05-14,Regular,4244.86,9,1009,471.65111111111105
114,Customer_114,customer114@email.com,2023-07-25,Premium,3664.96,8,986,458.12
115,Customer_115,customer115@email.com,2023-05-27,Regular,5566.39,8,951,695.79875
116,Customer_116,customer116@email.com,2024-06-26,VIP,9694.199999999999,13,1042,745.7076923076922
117,Customer_117,customer117@email.com,2022-07-20,Regular,11090.05,16,845,693.128125
118,Customer_118,customer118@email.com,2022-01-31,Regular,8853.3,13,776,681.0230769230768
119,Customer_119,customer119@email.com,2023-04-30,Regular,8819.17,9,885,979.9077777777778
120,Customer_120,customer120@email.com,2024-04-12,Premium,7099.07,10,777,709.9069999999999
121,Customer_121,customer121@email.com,2024-09-12,Regular,5156.29,10,893,515.629
122,Customer_122,customer122@email.com,2024-04-01,Regular,10247.43,13,862,788.2638461538462
123,Customer_123,customer123@email.com,2022-12-04,Premium,6499.79,9,665,722.1988888888889
124,Customer_124,customer124@email.com,2022-01-05,Premium,3216.8799999999997,7,798,459.55428571428564
125,Customer_125,customer125@email.com,2023-06-28,Premium,6687.7,9,830,743.0777777777778
126,Customer_126,customer126@email.com,2023-08-08,Premium,6765.42,12,888,563.785
127,Customer_127,customer127@email.com,2024-09-23,Regular,2016.74,6,715,336.12333333333333
128,Customer_128,customer128@email.com,2023-01-24,Premium,5910.13,12,1008,492.5108333333333
129,Customer_129,customer129@email.com,2023-03-22,Regular,7158.72,10,1040,715.8720000000001
130,Customer_130,customer130@email.com,2022-05-05,VIP,6413.539999999999,6,902,1068.9233333333332
131,Customer_131,customer131@email.com,2023-10-05,Regular,5392.7300000000005,11,953,490.2481818181819
132,Customer_132,customer132@email.com,2022-04-13,VIP,13044.0,15,1011,869.6
133,Customer_133,customer133@email.com,2024-09-03,VIP,5095.03,10,959,509.503
134,Customer_134,customer134@email.com,2024-12-23,Regular,6639.49,12,645,553.2908333333334
135,Customer_135,customer135@email.com,2022-04-27,VIP,4925.52,14,1041,351.8228571428572
136,Customer_136,customer136@email.com,2022-06-14,Regular,16000.56,16,1043,1000.035
137,Customer_137,customer137@email.com,2022-05-21,VIP,9924.98,15,952,661.6653333333333
138,Customer_138,customer138@email.com,2022-05-20,VIP,9464.97,12,636,788.7475
139,Customer_139,customer139@email.com,2023-04-27,Premium,8426.59,13,922,648.1992307692308
140,Customer_140,customer140@email.com,2022-09-03,VIP,5825.23,9,478,647.2477777777777
141,Customer_141,customer141@email.com,2023-05-20,VIP,6639.0,11,698,603.5454545454545
142,Customer_142,customer142@email.com,2022-03-23,VIP,5773.85,9,695,641.5388888888889
143,Customer_143,customer143@email.com,2022-06-17,Premium,5183.22,8,1069,647.9025
144,Customer_144,customer144@email.com,2024-12-06,Premium,5262.2,9,797,584.6888888888889
145,Customer_145,customer145@email.com,2023-06-19,Regular,5868.0199999999995,12,824,489.0016666666666
146,Customer_146,customer146@email.com,2023-10-06,Regular,3632.51,8,875,454.06375
147,Customer_147,customer147@email.com,2023-06-28,Premium,6610.93,11,682,600.9936363636364
148,Customer_148,customer148@email.com,2022-09-26,VIP,6596.860000000001,8,1032,824.6075000000001
149,Customer_149,customer149@email.com,2023-09-07,Premium,6387.110000000001,10,876,638.711
150,Customer_150,customer150@email.com,2023-10-10,Regular,9214.82,9,848,1023.8688888888888
151,Customer_151,customer151@email.com,2022-01-20,Premium,3693.1099999999997,9,1069,410.3455555555555
152,Customer_152,customer152@email.com,2022-07-24,Regular,10131.89,11,784,921.080909090909
153,Customer_153,customer153@email.com,2023-03-13,VIP,9376.369999999999,14,825,669.7407142857143
154,Customer_154,customer154@email.com,2023-06-28,Regular,8595.45,10,1034,859.5450000000001
155,Customer_155,customer155@email.com,2023-12-16,Regular,6798.78,8,953,849.8475
156,Customer_156,customer156@email.com,2023-05-16,Premium,3180.28,6,516,530.0466666666667
157,Customer_157,customer157@email.com,2023-08-07,Regular,4016.4799999999996,10,829,401.64799999999997
158,Customer_158,customer158@email.com,2024-06-16,VIP,6566.26,8,516,820.7825
159,Customer_159,customer159@email.com,2023-09-12,VIP,5813.51,7,899,830.5014285714286
160,Customer_160,customer160@email.com,2024-12-19,Regular,4914.4800000000005,9,874,546.0533333333334
161,Customer_161,customer161@email.com,2023-09-06,VIP,10364.73,16,899,647.795625
162,Customer_162,customer162@email.com,2022-08-01,Regular,10058.369999999999,8,901,1257.2962499999999
163,Customer_163,customer163@email.com,2023-06-26,Regular,6596.75,11,735,599.7045454545455
164,Customer_164,customer164@email.com,2022-08-08,VIP,5287.95,11,501,480.72272727272724
165,Customer_165,customer165@email.com,2022-11-15,Premium,4456.97,9,827,495.2188888888889
166,Customer_166,customer166@email.com,2023-08-01,VIP,9208.06,13,1061,708.3123076923076
167,Customer_167,customer167@email.com,2023-03-08,VIP,6323.65,12,982,526.9708333333333
168,Customer_168,customer168@email.com,2023-12-04,Regular,9034.52,14,744,645.3228571428572
169,Customer_169,customer169@email.com,2023-06-25,VIP,5789.34,12,997,482.445
170,Customer_170,customer170@email.com,2024-09-27,Premium,2525.17,8,828,315.64625
171,Customer_171,customer171@email.com,2022-04-15,Regular,2061.83,7,729,294.54714285714283
172,Customer_172,customer172@email.com,2024-05-17,Premium,6303.69,12,931,525.3075
173,Customer_173,customer173@email.com,2022-04-01,Regular,10570.380000000001,9,772,1174.4866666666667
174,Customer_174,customer174@email.com,2023-11-15,Regular,1515.52,9,639,168.39111111111112
175,Customer_175,customer175@email.com,2023-06-21,Regular,11470.83,11,992,1042.8027272727272
176,Customer_176,customer176@email.com,2024-06-23,VIP,2934.06,6,528,489.01
177,Customer_177,customer177@email.com,2024-05-25,VIP,6054.5199999999995,14,1071,432.4657142857142
178,Customer_178,customer178@email.com,2022-01-20,Regular,5371.55,11,605,488.32272727272726
179,Customer_179,customer179@email.com,2022-06-04,VIP,5440.75,10,744,544.075
180,Customer_180,customer180@email.com,2022-11-02,VIP,5682.38,14,996,405.88428571428574
181,Customer_181,customer181@email.com,2022-03-15,Premium,3107.27,7,938,443.8957142857143
182,Customer_182,customer182@email.com,2022-10-31,Premium,8757.35,15,991,583.8233333333334
183,Customer_183,customer183@email.com,2022-09-19,Regular,9735.53,9,900,1081.7255555555557
184,Customer_184,customer184@email.com,2023-09-24,Premium,8898.029999999999,12,731,741.5024999999999
185,Customer_185,customer185@email.com,2022-03-23,Premium,2621.97,9,813,291.33
186,Customer_186,customer186@email.com,2023-03-07,VIP,7813.42,19,843,411.23263157894735
187,Customer_187,customer187@email.com,2023-05-27,VIP,9546.4,14,973,681.8857142857142
188,Customer_188,customer188@email.com,2022-07-30,Premium,10541.61,12,931,878.4675000000001
189,Customer_189,customer189@email.com,2024-04-12,VIP,6097.889999999999,8,981,762.2362499999999
190,Customer_190,customer190@email.com,2022-11-13,Regular,14604.83,14,889,1043.202142857143
191,Customer_191,customer191@email.com,2022-11-29,Regular,9152.380000000001,11,840,832.0345454545455
192,Customer_192,customer192@email.com,2024-04-24,Regular,1982.26,6,681,330.37666666666667
193,Customer_193,customer193@email.com,2023-01-03,VIP,5934.46,7,605,847.78
194,Customer_194,customer194@email.com,2023-11-12,Premium,6782.66,10,663,678.266
195,Customer_195,customer195@email.com,2023-05-24,Premium,8812.59,12,776,734.3825
196,Customer_196,customer196@email.com,2022-11-23,VIP,5366.55,11,945,487.8681818181818
197,Customer_197,customer197@email.com,2022-08-10,Premium,7288.16,11,1036,662.56
198,Customer_198,customer198@email.com,2022-03-21,Premium,5178.32,6,755,863.0533333333333
199,Customer_199,customer199@email.com,2023-04-01,Regular,9191.99,11,972,835.6354545454545
200,Customer_200,customer200@email.com,2024-07-31,Premium,8081.599999999999,16,1028,505.09999999999997
201,Customer_201,customer201@email.com,2023-09-18,Regular,4499.35,8,964,562.41875
202,Customer_202,customer202@email.com,2023-04-02,Regular,5142.83,9,936,571.4255555555555
203,Customer_203,customer203@email.com,2023-01-31,Premium,4172.28,12,815,347.69
204,Customer_204,customer204@email.com,2023-11-04,Premium,5022.98,11,1046,456.6345454545454
205,Customer_205,customer205@email.com,2022-05-23,Premium,7654.75,10,789,765.475
206,Customer_206,customer206@email.com,2023-12-21,VIP,8692.46,13,964,668.6507692307691
207,Customer_207,customer207@email.com,2024-11-09,Premium,6152.41,10,1048,615.241
208,Customer_208,customer208@email.com,2023-11-10,Regular,5003.48,10,991,500.34799999999996
209,Customer_209,customer209@email.com,2022-08-25,Premium,8808.34,12,1018,734.0283333333333
210,Customer_210,customer210@email.com,2023-01-01,VIP,8680.77,13,1055,667.7515384615385
211,Customer_211,customer211@email.com,2023-06-28,Regular,5598.3,9,717,622.0333333333333
212,Customer_212,customer212@email.com,2022-08-11,VIP,5600.450000000001,8,942,700.0562500000001
213,Customer_213,customer213@email.com,2024-06-08,Premium,9288.460000000001,9,781,1032.0511111111111
214,Customer_214,customer214@email.com,2023-10-05,Premium,6904.84,9,927,767.2044444444444
215,Customer_215,customer215@email.com,2024-11-13,Regular,15320.44,18,1075,851.1355555555556
216,Customer_216,customer216@email.com,2024-02-28,VIP,9640.19,14,940,688.585
217,Customer_217,customer217@email.com,2023-01-25,Premium,11757.71,15,1062,783.8473333333333
218,Customer_218,customer218@email.com,2022-04-01,VIP,4853.98,5,497,970.7959999999999
219,Customer_219,customer219@email.com,2024-06-12,Regular,6429.2,14,759,459.2285714285714
220,Customer_220,customer220@email.com,2024-11-30,VIP,6635.969999999999,12,845,552.9975
221,Customer_221,customer221@email.com,2023-02-08,Premium,1246.49,4,1021,311.6225
222,Customer_222,customer222@email.com,2024-06-02,Regular,8502.79,14,1009,607.3421428571429
223,Customer_223,customer223@email.com,2023-11-08,VIP,10030.33,15,1011,668.6886666666667
224,Customer_224,customer224@email.com,2023-10-05,VIP,10240.55,12,808,853.3791666666666
225,Customer_225,customer225@email.com,2022-09-13,VIP,5045.26,13,952,388.0969230769231
226,Customer_226,customer226@email.com,2023-09-08,VIP,6696.4800000000005,11,915,608.7709090909092
227,Customer_227,customer227@email.com,2023-09-26,VIP,9034.68,13,1053,694.9753846153847
228,Customer_228,customer228@email.com,2024-04-16,Premium,3616.21,8,517,452.02625
229,Customer_229,customer229@email.com,2024-04-04,VIP,3511.55,9,972,390.1722222222222
230,Customer_230,customer230@email.com,2023-08-29,VIP,3362.9300000000003,6,432,560.4883333333333
231,Customer_231,customer231@email.com,2022-09-18,Regular,9084.52,13,963,698.8092307692308
232,Customer_232,customer232@email.com,2024-05-11,VIP,4349.96,10,1006,434.996
233,Customer_233,customer233@email.com,2024-02-16,VIP,2381.49,7,952,340.2128571428571
234,Customer_234,customer234@email.com,2022-12-23,VIP,4848.81,8,938,606.10125
235,Customer_235,customer235@email.com,2023-09-09,Premium,5938.37,14,986,424.1692857142857
236,Customer_236,customer236@email.com,2022-01-01,Premium,3695.4900000000002,12,991,307.95750000000004
237,Customer_237,customer237@email.com,2023-08-11,Regular,8083.139999999999,12,965,673.5949999999999
238,Customer_238,customer238@email.com,2024-05-30,VIP,4561.61,10,616,456.16099999999994
239,Customer_239,customer239@email.com,2023-10-22,Premium,2616.0,6,1069,436.0
240,Customer_240,customer240@email.com,2024-06-23,Premium,7803.78,11,1019,709.4345454545454
241,Customer_241,customer241@email.com,2023-03-14,VIP,10163.31,14,1070,725.9507142857143
242,Customer_242,customer242@email.com,2024-08-27,VIP,3827.58,12,1055,318.965
243,Customer_243,customer243@email.com,2022-12-14,VIP,2532.5299999999997,8,859,316.56624999999997
244,Customer_244,customer244@email.com,2022-06-23,Premium,5872.04,12,747,489.33666666666664
245,Customer_245,customer245@email.com,2024-11-21,VIP,4991.27,6,659,831.8783333333334
246,Customer_246,customer246@email.com,2023-11-18,Regular,4927.25,12,1037,410.6041666666667
247,Customer_247,customer247@email.com,2023-04-27,VIP,4228.29,6,961,704.715
248,Customer_248,customer248@email.com,2023-09-28,Regular,3474.03,7,632,496.29
249,Customer_249,customer249@email.com,2023-02-12,Regular,5100.24,12,908,425.02
250,Customer_250,customer250@email.com,2022-02-20,Regular,8508.67,12,986,709.0558333333333
251,Customer_251,customer251@email.com,2023-05-17,Premium,4613.7,10,982,461.37
252,Customer_252,customer252@email.com,2022-05-30,Premium,8159.3,15,984,543.9533333333334
253,Customer_253,customer253@email.com,2024-04-28,VIP,4117.16,9,957,457.4622222222222
254,Customer_254,customer254@email.com,2023-02-03,VIP,2911.42,6,700,485.2366666666667
255,Customer_255,customer255@email.com,2024-02-26,Premium,4198.16,9,704,466.4622222222222
256,Customer_256,customer256@email.com,2024-03-29,Regular,4315.56,3,627,1438.5200000000002
257,Customer_257,customer257@email.com,2022-10-30,VIP,7224.97,11,885,656.8154545454546
258,Customer_258,customer258@email.com,2022-01-12,Regular,1792.03,5,1061,358.406
259,Customer_259,customer259@email.com,2024-05-20,Regular,8548.06,11,1016,777.0963636363635
260,Customer_260,customer260@email.com,2022-12-27,VIP,6733.2,11,827,612.1090909090909
261,Customer_261,customer261@email.com,2024-11-26,Premium,2738.1099999999997,5,743,547.622
262,Customer_262,customer262@email.com,2022-04-13,VIP,5529.38,9,827,614.3755555555556
263,Customer_263,customer263@email.com,2023-05-26,Regular,3223.65,9,771,358.18333333333334
264,Customer_264,customer264@email.com,2024-07-23,Regular,8421.09,17,1010,495.35823529411766
265,Customer_265,customer265@email.com,2024-08-09,VIP,6168.0599999999995,6,975,1028.01
266,Customer_266,customer266@email.com,2024-12-23,VIP,9554.2,13,911,734.9384615384616
267,Customer_267,customer267@email.com,2023-10-12,Premium,5739.03,9,877,637.67
268,Customer_268,customer268@email.com,2024-10-30,Premium,4835.86,6,995,805.9766666666666
269,Customer_269,customer269@email.com,2024-07-02,Regular,15843.2,23,779,688.8347826086957
270,Customer_270,customer270@email.com,2024-08-30,Premium,5979.63,11,1062,543.6027272727273
271,Customer_271,customer271@email.com,2023-06-15,Regular,4415.87,9,877,490.65222222222224
272,Customer_272,customer272@email.com,2023-07-22,VIP,5351.97,8,830,668.99625
273,Customer_273,customer273@email.com,2024-09-19,VIP,7228.99,9,922,803.2211111111111
274,Customer_274,customer274@email.com,2023-05-05,Premium,2263.84,6,805,377.3066666666667
275,Customer_275,customer275@email.com,2024-06-19,Regular,7542.29,11,676,685.6627272727272
276,Customer_276,customer276@email.com,2023-08-09,Regular,1970.24,3,727,656.7466666666667
277,Customer_277,customer277@email.com,2023-07-11,Premium,3444.27,8,647,430.53375
278,Customer_278,customer278@email.com,2023-10-17,VIP,5893.69,10,865,589.3689999999999
279,Customer_279,customer279@email.com,2022-06-15,Regular,4558.26,11,1053,414.3872727272728
280,Customer_280,customer280@email.com,2022-11-05,Regular,2262.06,6,531,377.01
281,Customer_281,customer281@email.com,2024-02-24,VIP,14183.69,15,906,945.5793333333334
282,Customer_282,customer282@email.com,2022-11-09,VIP,3830.31,7,792,547.1871428571428
283,Customer_283,customer283@email.com,2023-03-15,Regular,6483.85,11,978,589.4409090909091
284,Customer_284,customer284@email.com,2024-04-29,Premium,11741.52,17,815,690.6776470588236
285,Customer_285,customer285@email.com,2023-11-09,VIP,6415.23,15,1030,427.68199999999996
286,Customer_286,customer286@email.com,2024-08-12,Premium,7430.09,14,1013,530.7207142857143
287,Customer_287,customer287@email.com,2022-05-08,Regular,2169.52,11,776,197.2290909090909
288,Customer_288,customer288@email.com,2024-05-10,Premium,10994.42,11,812,999.4927272727273
289,Customer_289,customer289@email.com,2022-02-10,VIP,4775.96,7,546,682.28
290,Customer_290,customer290@email.com,2024-02-19,Premium,4554.88,10,786,455.488
291,Customer_291,customer291@email.com,2022-01-13,Premium,6079.32,9,1045,675.48
292,Customer_292,customer292@email.com,2023-09-04,Premium,7058.97,8,914,882.37125
293,Customer_293,customer293@email.com,2024-05-08,VIP,3477.79,3,181,1159.2633333333333
294,Customer_294,customer294@email.com,2023-03-28,Premium,4680.47,11,1055,425.49727272727273
295,Customer_295,customer295@email.com,2023-03-26,Premium,7167.54,10,875,716.754
296,Customer_296,customer296@email.com,2024-06-11,Premium,9572.11,15,1090,638.1406666666667
297,Customer_297,customer297@email.com,2022-03-01,Premium,1716.29,6,909,286.04833333333335
298,Customer_298,customer298@email.com,2023-11-20,VIP,4936.7699999999995,10,1045,493.67699999999996
299,Customer_299,customer299@email.com,2024-04-08,VIP,7759.6,14,920,554.2571428571429
300,Customer_300,customer300@email.com,2022-12-05,Premium,3747.95,8,471,468.49375
301,Customer_301,customer301@email.com,2022-09-19,VIP,5339.24,7,827,762.7485714285714
302,Customer_302,customer302@email.com,2024-12-29,Regular,8618.79,8,1040,1077.34875
303,Customer_303,customer303@email.com,2024-03-17,VIP,6492.62,8,802,811.5775
304,Customer_304,customer304@email.com,2022-02-25,Regular,924.68,4,775,231.17
305,Customer_305,customer305@email.com,2024-05-27,Regular,5160.009999999999,11,1002,469.0918181818181
306,Customer_306,customer306@email.com,2024-08-03,Regular,11460.66,15,778,764.044
307,Customer_307,customer307@email.com,2022-04-13,Premium,3057.96,8,987,382.245
308,Customer_308,customer308@email.com,2024-02-16,Premium,9610.91,16,900,600.681875
309,Customer_309,customer309@email.com,2023-03-10,Premium,7281.58,8,809,910.1975
310,Customer_310,customer310@email.com,2023-11-01,Premium,3791.74,7,909,541.6771428571428
311,Customer_311,customer311@email.com,2024-02-16,Premium,7226.16,18,883,401.4533333333333
312,Customer_312,customer312@email.com,2024-05-13,Premium,7530.1,8,849,941.2625
313,Customer_313,customer313@email.com,2022-06-17,Premium,7489.75,11,1006,680.8863636363636
314,Customer_314,customer314@email.com,2022-02-09,VIP,5826.0599999999995,14,947,416.1471428571428
315,Customer_315,customer315@email.com,2022-04-17,Premium,1462.0,7,857,208.85714285714286
316,Customer_316,customer316@email.com,2023-04-05,VIP,8518.560000000001,8,851,1064.8200000000002
317,Customer_317,customer317@email.com,2022-05-21,VIP,7264.91,10,883,726.491
